2024-09-25 21:26:42,701 - WARNING -  * Debugger is active!
2024-09-25 21:26:42,704 - INFO -  * Debugger PIN: 119-661-314
2024-09-25 21:26:43,336 - INFO - Processing chunk with 10000 rows
2024-09-25 21:27:08,670 - INFO -  * Detected change in 'c:\\Users\\safva\\Downloads\\nexus\\test - Copy\\h1.py', reloading
2024-09-25 21:27:11,100 - WARNING -  * Debugger is active!
2024-09-25 21:27:11,103 - INFO -  * Debugger PIN: 119-661-314
2024-09-25 21:27:11,261 - INFO - Processing chunk with 10000 rows
2024-09-25 21:27:44,211 - INFO - Processing chunk with 2086 rows
2024-09-25 21:27:51,858 - DEBUG - Loaded backend tkagg version 8.6.
2024-09-25 21:27:51,945 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,945 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,950 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,950 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,950 - DEBUG - STREAM b'IDAT' 78 1189
2024-09-25 21:27:51,952 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,952 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,952 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,957 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,957 - DEBUG - STREAM b'IDAT' 78 2994
2024-09-25 21:27:51,972 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,972 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,972 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,972 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,972 - DEBUG - STREAM b'IDAT' 78 696
2024-09-25 21:27:51,974 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,974 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,974 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,974 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,974 - DEBUG - STREAM b'IDAT' 78 526
2024-09-25 21:27:51,975 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,975 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,975 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,975 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,975 - DEBUG - STREAM b'IDAT' 78 499
2024-09-25 21:27:51,975 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,977 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,977 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,977 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,977 - DEBUG - STREAM b'IDAT' 78 673
2024-09-25 21:27:51,977 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,977 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,977 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,977 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,977 - DEBUG - STREAM b'IDAT' 78 922
2024-09-25 21:27:51,977 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,977 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,977 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,977 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,977 - DEBUG - STREAM b'IDAT' 78 568
2024-09-25 21:27:51,977 - DEBUG - STREAM b'IHDR' 16 13
2024-09-25 21:27:51,977 - DEBUG - STREAM b'sBIT' 41 4
2024-09-25 21:27:51,977 - DEBUG - b'sBIT' 41 4 (unknown)
2024-09-25 21:27:51,977 - DEBUG - STREAM b'pHYs' 57 9
2024-09-25 21:27:51,982 - DEBUG - STREAM b'IDAT' 78 626
2024-09-25 21:27:51,991 - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2024-09-25 21:27:51,991 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerifDisplay.ttf', name='DejaVu Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralItalic.ttf', name='STIXGeneral', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBol.ttf', name='STIXGeneral', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansDisplay.ttf', name='DejaVu Sans Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 0.05
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymReg.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 1.05
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBol.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-09-25 21:27:51,993 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\safva\\Downloads\\nexus\\test - Copy\\myenv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUni.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
